:title_ja,:prefecture_ja,:address_ja,:description_ja,:workday_ja,:tel,:url,:genres_ja,:title_en,:prefecture_en,:address_en,:description_en,:workday_en,:genres_en,:photo_id
菅沼合掌造り集落,富山県,南砺市菅沼,相倉合掌集落や岐阜の白川郷と共にユネスコの世界遺産として登録された菅沼集落。集落内には9戸の合掌造りが現存し、五箇山のいにしえの暮らしなどを紹介した資料館が2軒ある。,通年,0763-67-3008,,伝統的町並み・家並み,Suganuma Gassho-style village,Toyama Prefecture,Nanto Suganuma,"Ainokura Gassho village and Suganuma village that has been registered as a UNESCO World Heritage Site along with the Shirakawa-go in Gifu. 9 units of principal ridgepole is extant in the village, museum who introduced such as the lives of ancient of Gokayama there hotels 2.",all year ,Traditional town-houses,
ふくべの大滝,石川県,白山市中宮,白山スーパー林道の途中にある、落差86mの蛇谷随一の大滝。垂直に近い白っぽい岩を落下する姿は豪快で、その水しぶきはときには道路を覆うほどの激しさだ。,6月上旬～11月10日,076-256-7341,http://www.hakusan-rindo.jp,滝,Otaki of Fuku-bu,Ishikawa Prefecture,Hakusan Nakamiya,"In the middle of Hakusan super forest road, Jadani premier of Otaki of drop 86m. Figure to fall a whitish near vertical rock the exciting, the spray's sometimes intense enough to cover the road.",,Waterfalls,
御母衣ダム湖,岐阜県,大野郡白川村牧横平１６２－１,高さ131m、堤長405mの国内有数のロックフィル式ダムによって造られた貯水池。周辺の木々の緑が、湖に美しく映える。ダムの下流にある電力館も見学できる。,通年,05769-5-2311,http://www.sakura.jpower.co.jp/access/acc00200.html,その他の名所,Miboro dam lake,Gifu Prefecture,Ohno County Shirakawa-mura Maki Tokumi 162-1,"Height 131m, reservoir was built by one of Japan's leading rock-fill dam of Tsutsumi-cho 405m. Green of the surrounding trees, shine beautifully in the lake. Electric Power Pavilion at the downstream of the dam can also visit.",all year ,Other Points of Interest,
阿弥陀ヶ滝,岐阜県,郡上市白鳥町前谷,日本の滝100選に入る名滝。約60mから音を立てて落ちる滝つぼの水しぶきは、離れていても濡れるほど。積雪時は見学不可。,通年,0575-82-5900,,滝,Amida months Waterfalls,Gifu Prefecture,"Gujo swan-cho, Maetani","Name Waterfalls entering the 100 Waterfallss of Japan. Splashes of basin that fall from about 60m to make a sound, the more wet even if away. When snow cover is not allowed visits.",all year ,Waterfalls,
五宝滝,岐阜県,加茂郡八百津町八百津,三段に流れる落差約80mの滝。近くに円明の滝と宮本武蔵が修行した二天の滝がある。秋には紅葉が楽しめる。,通年,0574-43-2111,,滝,Goho Waterfalls,Gifu Prefecture,Kamo-gun Yaotsu Yaotsu,Waterfalls about 80m flowing through the three stages. There is a Waterfalls of Nitenmon the Waterfalls of Enmyo and Miyamoto Musashi was training near. Autumn leaves in the autumn I enjoy.,all year ,Waterfalls,
お菓子の城,愛知県,犬山市新川１－１１,見て作って食べられるお菓子のテーマパーク。高さ14.8mのウェディングケーキや古城を再現したシュガーアートもあり、ビスケット・クッキー作り体験ができる。,通年,0568-67-8181,http://www.okashino-shiro.jp/,遊園地,Castle of candy,Aichi Prefecture,Inuyama Shinkawa 1-11,"Candy theme park to be eaten by creating the look. There is also a Sugar Art that reproduces the wedding cake and castles of height 14.8m, I can biscuits cookies making experience.",all year ,Amusement park,
立山高原バス,富山県,中新川郡立山町 （室堂～美女平）,"美女平と室堂を結びます。マイカーは通行禁止の区間です。
途中、立山杉、称名滝などの見所で停車してくれます（社外には出られません）。その他弥陀ヶ原などの見所がありますが、すべて左側のほうがよく見えます。
紅葉の時期などは、室堂直行便と通常便（途中下車可）がありますが、本数は室堂直行便のほうが多く、頻繁に出ます。美女平駅で並ぶ列が異なりますのでご注意です。",,076-432-2819,,キャラクターバス・観光バス,Tateyama plateau bus,Toyama Prefecture,"Nakaniikawa District, Toyama Tateyama-machi (Murodo ~ Bijodaira)","I signed a Bijodaira Metropolitan Murodo. My Car is a traffic ban interval.
Middle, Tateyama cedar, makes stops at points of interest such as Shōmyō Falls (I can not go out to the outside). There are attractions such as other Midagahara, but I looks well prefer the left side all.
Time, such as autumn leaves, there are Murodo direct flights and regular flights (stopover allowed), the number is much better of Murodo direct flights, I am frequently out. Different columns that are arranged at Bijodaira Station because it is attention.",,Character bus sightseeing bus,
安房峠,岐阜県,高山市～長野県松本市,夏の晴れた日は最高ですね。登るのはけっこう大変ですが、そんなに狭い道ではないので苦痛ではありません。沿道には猿の群れがいたりします。,,-,,峠,Abotoge,Gifu Prefecture,"Takayama - Matsumoto, Nagano Prefecture","I summer of a sunny day is the best. It is pretty hard to climb, but it is not a pain because it is not so much the narrow road. You or monkey flock buy the roadside.",,Pass,
越前陶芸村,福井県,丹生郡越前町小曽原６－１２,約850年前、越前町の小曽原に壺やかめなどの日用のものを焼くための窯が作られたのが越前焼の始まりで、備前や瀬戸焼と並んで日本の六古窯に数えられた。,通年,0778-32-2084（越前陶芸村総合案内所）,http://www.echizentogeimura.com/,その他の文化施設,Echizen Pottery Village,Fukui Prefecture,Niu County Echizen Ozohara 6-12,"About 850 years ago, at the beginning of Echizen grilled the kiln has been made for burning things daily, such as vases and turtles to Ozohara of Echizen, in Japan of six old kiln along with Bizen and Setoyaki counted was.",all year ,Other cultural facilities,
ナガシマスパーランド,三重県,桑名市長島町浦安３３３,木曽川、長良川の河口に位置する総合レジャーランド。超コースター「スチールドラゴン2000」が人気で、家族向けの乗り物もある。温泉施設を併設し、夏はプールも楽しめる。,通年,0594-45-1111,http://www.nagashima-onsen.co.jp/spaland/index.html/,遊園地,Nagashima Spa Land,Mie Prefecture,Kuwana Nagashima Urayasu 333,"Kiso, leisure complex which is located at the mouth of the Nagara River. In ultra-coaster ""Steel Dragon 2000"" is popular, there is also a vehicle for family. It features a spa facility, summer can enjoy the pool.",all year ,Amusement park,
廻船問屋　瀧田家,愛知県,常滑市栄町４丁目７５,江戸時代から廻船業で栄えた旧家、瀧田家の屋敷を復元したもので、常滑市指定有形文化財の建築物。瀧田家に残された生活道具や廻船に関する資料を展示している。,通年,0569-36-2031,http://www.tokoname-kankou.net/contents/miru01-05.html,史跡など,Kaisen wholesaler Takita house,Aichi Prefecture,Tokoname Sakae 4-chome 75,"Old family prospered in Kaisen industry from the Edo period, as it was to restore the mansion of Takita house, Tokoname buildings specified tangible cultural property. Takita I have exhibited the documentation for the life tools and Kaisen left in the house.",all year ,Historic sites such as,
犬山城,愛知県,犬山市犬山北古券６５－２,荻生徂徠が李白の詩になぞらえ白帝城とたたえた犬山城。天文6（1537）年に織田与次郎信康を城主として築かれた平山城だ。国宝四城のひとつ。,通年,0568-61-1711,,城,Inuyama Castle,Aichi Prefecture,Inuyama Inuyama Kitakoken 65-2,Inuyama Castle Ogyu Sorai was praised and Baidicheng likened to poetry of Li Bai. Astronomical 6 (1537) It's castle that was built a Nobuyasu Yojiro Oda as castle to year. One of the Four national treasures Castle.,all year ,Castle,
白鳥庭園,愛知県,名古屋市熱田区熱田西町２－５,中部地方の地形をモチーフに、御嶽山を築山、木曽川を流れ、伊勢湾を池にみたてた池泉回遊式庭園。汐入りの庭では、潮の干満による景色の変化や四季折々の花々を楽しめる。,通年,052-681-8928,http://www.shirotori-garden.jp,庭園,Swan garden,Aichi Prefecture,Nagoya Atsuta-ku Atsutanishi cho 2-5,"Motif terrain of Chubu, and Tsukiyama the Ontakesan, flows through the Kiso River, and Ikeizumi stroll garden that likened to pond the Ise Bay. In Shiodome entering the garden, I can enjoy the flowers of ebb and flow change of scenery by and seasonal tide.",all year ,Garden,
竹島,愛知県,蒲郡市竹島町,観光蒲郡のシンボル的存在。昭和5（1930）年に島全体が国の天然記念物に指定された。周囲は一周30分ほどの遊歩道が整備されているので、植物を観察しながら散策できる。,通年,0533-66-1120,http://www.gamagori.jp/look/detail_4_0_1_0_0.html,島,Liancourt Rocks,Aichi Prefecture,Gamagori Takeshima-cho,"Symbol of tourism Gamagori. The entire island has been designated as a national natural monument in 1930. Since the surrounding are in place promenade of about 30 minutes round, you can stroll while observing the plant.",all year ,Island,
大池公園,愛知県,東海市中央町３丁目１,2月は梅、4月は桜と、四季を通じてさまざまな花が咲く。なかでも128種8000株の花々が咲き乱れるハナショウブの美しさは格別で、見ごろは6月頃。遊具も動物舎もある。,通年,052-604-2034,http://www.medias.ne.jp/~ha8739/,花の名所,Oike park,Aichi Prefecture,Tokai City Chuo 3-chome 1,"February is plum, April and cherry, various flowers bloom throughout the year. Among them, the beauty of the iris that of 128 species 8000 share flowers bloom is a exceptional, bloom is around June. Play equipment and I are also animal house.",all year ,Flower of attractions,
常滑市小脇公園,愛知県,常滑市坂井小脇１０,サツマイモやイチジクなどの収穫体験やバーベキューも楽しめる体験型公園。ふれあい芝広場（8250平方メートル）でピクニック気分が味わえる。,通年,0569-37-1531,,観光農園・農場,Tokoname under his arm park,Aichi Prefecture,Tokoname Sakai under his arm 10,"Harvesting experiences and also enjoy hands-park barbecue, such as sweet potatoes and figs. Petting I taste picnic mood turf Square (8250 square meters).",all year ,Tourist Farm-Farmhouse,
