観光地名,都道府県,住所,紹介文,営業日,電話番号,参考URL,写真,カテゴリー
黒部峡谷トロッコ電車（黒部峡谷鉄道）,富山県,黒部市黒部峡谷口１１,北アルプスを深く刻むように流れる黒部川に沿って、小さなトロッコ電車が右へ左へと曲がりながらゆっくり走る。,4月20日～11月30日,0765-62-1011,http://www.kurotetu.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeUZXYjdBUnNjUFk/edit?usp=docslist_api,観光鉄道（トロッコ等）
徳山ダム,岐阜県,揖斐郡揖斐川町,私が行ったときにはまだ工事をしていました。同じロックフィルダムである九頭竜ダムも間近で見ると相当大きいと思いましたが、ここはさらに規模が大きいです。このダムのお陰で沈んでしまう村や集落も相当な範囲になります。こんなところにドえらいものを作っちゃったなぁというのが感想です。,,-,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdV9QNHNkQzJla1k/edit?usp=docslist_api,その他の名所
伊勢・安土桃山文化村,三重県,伊勢市二見町三津１２０１－１,安土桃山時代から江戸時代がテーマのカルチャーパークで、観て、遊べる施設。安土城をはじめとした情緒あふれる町並みが広がり、時代劇が楽しめる劇場、体験館が並ぶ。,通年,0596-43-2300,http://www.ise-bunkamura.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeWJjODd4b3lSN3M/edit?usp=docslist_api,遊園地
かんざんじロープウェイ,静岡県,浜松市西区舘山寺町１８９１,浜名湖が一望できる、日本で唯一の湖上を渡るロープウェイ。大草山山頂からのパノラマビジョンが素晴らしい。所要時間は約4分。浜名湖を上空から楽しめる。,通年,053-487-2121（浜名湖パルパル（代））,http://ropeway.entetsu.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORXRIckRlbXFjUEU/edit?usp=docslist_api,ロープウェイ・ケーブルカー
ＳＵＮＳＨＩＮＥ　ＳＡＫＡＥ,愛知県,名古屋市中区錦３丁目２４－４,直径40m、高さ52mの観覧車が目を引く総合エンターテインメントビル。話題の飲食店やファッション店が集結した人気スポットだ。,通年,052-310-2211,http://www.sunshine-sakae.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQ0MwalMzU3BlNU0/edit?usp=docslist_api,複合施設
こおろぎ橋,石川県,加賀市山中温泉こおろぎ町ロ１３１－１,鶴仙渓の上流部にかかる総檜造りの橋。温泉情緒満点のシルエットは、山中温泉のシンボル。橋から眺める渓谷の風景も美しい。,通年,0761-78-1111,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMnVMcDd6QzltTGM/edit?usp=docslist_api,橋
あやとりはし,石川県,加賀市山中温泉河鹿町,いけばな草月流家元の勅使河原宏氏がデザインした、斬新なS字型の橋。夜はライトアップされ、美しい景色が堪能できる。,通年,0761-78-0330,http://www.tabimati.net/search/site/86,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTWNZNy04QkFkLTQ/edit?usp=docslist_api,橋
荒島岳,福井県,大野市西勝原,大野盆地の南東、奥越高原県立自然公園の中央に位置する山で、別称“大野富士”。秋は紅葉が美しい。,通年,0779-66-1111,http://www.city.ono.fukui.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcmtMd3NvX0ZEeE0/edit?usp=docslist_api,山
駿府城公園,静岡県,静岡市葵区駿府城公園１－１,三重の堀と美しい石垣に囲まれた公園。徳川家康が築城し、余生を送った駿府城の跡で、約1万本あるツツジが咲き揃う5月はひときわ鮮やか。園内には家康手植えのミカンも残る。,通年,054-221-1121,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSklCLTV6c3F2cEk/edit?usp=docslist_api,花の名所
鶴舞公園の桜,愛知県,名古屋市昭和区鶴舞１,ソメイヨシノ1200本が植えられ、他にも色とりどりの花々が園内を彩る。「鶴舞公園花まつり」は4月～6月に開催され、開花状況に合わせて夜間はライトアップをする。,3月下旬～4月上旬,052-751-5128,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVnU3SjJkQ3NXcVU/edit?usp=docslist_api,桜の名所
雄山神社前立社壇本殿,富山県,中新川郡立山町岩峅寺1,"立山市街地を流れる常願寺川に架かる立山橋のたもとにあります。
雄山神社は「峰本社」、「中宮祈願殿」、「前立社壇」とありますが、ここは一番広く、まさに一宮らしい神社です。",,-,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUVppWVI3eTd4WnM/edit?usp=docslist_api,神社（稲荷・権現）
丸岡城,福井県,坂井市丸岡町霞町１丁目５９,天正4（1576）年に柴田勝豊によって築城。木造天守の中で最も古い天守閣を持つ。桜の名所100選にも選ばれており、春には約400本の桜が咲き誇る。また史実をもとに「一筆啓上賞」を設けている。,通年,0776-66-0303,http://www.maruoka-kanko.org/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMWo2VTljeVZTOUU/edit?usp=docslist_api,城
東尋坊,福井県,坂井市三国町東尋坊６４－１－４１,大自然の芸術ともいうべき断崖絶壁が約1km連なる、北陸最大級の景勝地。最高25mもの高さを誇る断崖の上に立てば、思わず足がすくみそうになるほどの絶景が広がる。,通年,0776-81-3700,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOc3pCVkRKNDZtNjQ/edit?usp=docslist_api,特殊地形
かずら橋,福井県,今立郡池田町志津原,足羽川渓谷にかかる全長44m、幅1.8m、高さ12mのかずら橋。シラクチカズラでできた本格的な吊り橋で、踏み板の隙間から渓流が見え、スリル満点。,4～11月,0778-44-6878（そば道場）,http://www.e-ikeda.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOM2k5UUpKWVZ0aEU/edit?usp=docslist_api,橋
三国サンセットビーチ,福井県,坂井市三国町宿、米ケ脇,夕日が望める海岸。遠浅のマリンリゾートでマリンスポーツも盛ん。海岸近くには公衆温泉浴場「三国温泉ゆあぽ～と」がある。周辺には料理旅館や民宿が充実。,7～8月中旬,0776-82-5515,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObnBIVzF3eFFsZms/edit?usp=docslist_api,海水浴場・湖水浴場
越前海岸,福井県,丹生郡越前町左右、玉川ほか,沿岸にある、約80haにもわたる国内最大級の水仙の群落が有名な海岸。1月中旬から下旬にかけて「水仙まつり」が開催される。,通年,0778-37-1234,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOanpoM0pkWFBSaUU/edit?usp=docslist_api,海岸・浜
三方五湖レークセンター,福井県,三方郡美浜町早瀬１－５,三方五湖巡りの拠点となるレークセンター。土産品売り場、大広間などがある大きな施設で、浦見川と三方五湖を巡る遊覧船（ウォータージェット船）がここから出航している。,通年,0770-32-1161,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZG1QSVg0WERHYzA/edit?usp=docslist_api,その他の文化施設
越前大仏（清大寺）,福井県,勝山市片瀬５０－１－１,奈良の大仏をしのぐ大きさの大仏本尊は、仏教伝来のルーツである中国河南省の龍門石窟の座像がモデル。殿内には本殿と脇侍仏、三壁面を埋める1281体の仏像がある。,通年,0779-87-3300,http://www.geocities.co.jp/etizen_daibutu/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeWtmQjZnblB5YnM/edit?usp=docslist_api,碑・像・塚・石仏群
瓜割の滝,福井県,三方上中郡若狭町天徳寺３７－１　若狭瓜割名水公園,養老年間（717～724年）に泰澄大師が開いた天徳寺奥林の湧水で日本名水百選の一つ。水温が11.7度と冷たく、瓜が自然に割れた故事から瓜割水、瓜割の滝と呼ばれている。,通年,0770-62-0186,http://www.town.fukui-wakasa.lg.jp/kankou/sitesheeing/uriwari/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeVdtdUNGUWs1NzA/edit?usp=docslist_api,滝
城山公園（明鏡洞）,福井県,大飯郡高浜町事代,奇岩・奇勝の公園として知られ、園内には「八穴の奇勝」と呼ばれる八つの洞穴がある。中でも明鏡洞は有名。洞窟の穴の向こうに見える水平線が鏡のように見えたことからこの名前が付けられた。,通年,0770-72-0338,http://www.wakasa-takahama.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcVNOMU1mb2xJRW8/edit?usp=docslist_api,公園・緑地
辻口博啓美術館　ル　ミュゼ　ドゥ　アッシュ,石川県,七尾市和倉町ワ部６５－１,七尾市出身のパティシエ・辻口博啓が手がける「ミュージアム&カフェ」。様々なシュークルダール（砂糖の芸術作品）を展示するほか、カフェ、パティスリーブティックも併設する。,通年,0767-62-4002,http://www.kagaya.co.jp/le_musee_de_h/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLVliQ2lTS0Q3aEU/edit?usp=docslist_api,美術館・ギャラリー
ゴジラ岩,石川県,珠洲市馬緤町,赤神海岸にある高さ4mの岩で、その名の通りゴジラが火を噴いて歩いているように見える。案内板も設置されている。,通年,0768-82-7776,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObWNyMVN6Z1dINlE/edit?usp=docslist_api,海岸・浜
九頭竜湖,福井県,大野市長野３３－４－１,高さ128m、堤頂長355mという巨大な「九頭竜ダム」によって誕生した人工湖。瀬戸大橋のモデルとなった「夢のかけはし」と湖とのコントラストは絶景。桜や紅葉、雪景色などが楽しめる。,通年,0779-78-2116,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeFVjLUd5NkM1Mkk/edit?usp=docslist_api,その他の名所
マリモファーム,愛知県,知多郡阿久比町植大東矢勝７－１,自然豊かな知多半島にある苺狩り農園。清潔で安心、摘み取ったばかりのみずみずしい苺が味わえる。丹精込めて育てられた苺を使用したスイーツ「苺のタルト」や「苺ロールケーキ」なども好評だ。,12月13日～翌5月31日,0569-49-2117,http://www.marimofarm.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOYjJsSTR5dmFKNlU/edit?usp=docslist_api,観光農園・農場
窓岩,石川県,輪島市町野町曽々木,曽々木の奇勝のひとつ。1枚の巨大な板岩に窓をくりぬいたような穴が空き、青空が見える。岩の前の砂地は、絶好の海水浴場になっている。,通年,0768-32-0408,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORV9wRmUxOWJRQWM/edit?usp=docslist_api,岩
雄島,福井県,坂井市三国町安島,安島漁港の沖に浮かぶ小島で、朱塗りの雄島橋を歩いて渡ることができる。断崖には柱状節理が見られ、地区の漁民の信仰を集める大湊神社がある。散策コースにもおすすめ。,通年,0776-82-5515,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdGc0dks1d2pINXM/edit?usp=docslist_api,島
氣比神宮,福井県,敦賀市曙町１１－６８,朱塗りの大鳥居は、日本三大木造鳥居の一つとして有名であり、国の重要文化財である。毎年9月3・4日には、秋の例祭として、山車の巡行や神賑奉納行事が行われる。,通年,0770-22-0794,http://www.turuga.org/miru/kehijinguu.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVVl3MW5CR19ST3M/edit?usp=docslist_api,神社（稲荷・権現）
萬徳寺,福井県,小浜市金屋７４－２３,本尊は阿弥陀如来（重文）。文永2（1265）年に極楽寺の名前で存在が記されている真言宗の古刹。庭園は国名勝指定、日本紅葉百選にも選ばれており、春は花の寺と呼ばれる。書院は茅葺屋根。,通年,0770-56-2308,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcUotUGdqMUhMeDA/edit?usp=docslist_api,寺院（観音・不動）
金ヶ崎緑地,福井県,敦賀市金ヶ崎町４４,芝生が一面に広がり来場者の憩いの場となっている。また、四季折々の風景が楽しめ、潮風に当たりながら敦賀の海の雰囲気を味わえる。周辺には人道の港敦賀ムゼウムや敦賀鉄道資料館がある。,通年,0770-22-8129,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdHppa1VpUkliYmc/edit?usp=docslist_api,公園・緑地
中津川観光栗園　いが栗の里,岐阜県,中津川市苗木八幡柿野４８－４２付近,毎年1か月のみ開催する味覚狩り。丹沢、出雲、筑波など、約500本の木の栗拾いが楽しめる。生栗のみやげも付き、自宅でも中津川の栗を満喫できる。土・日曜、祝日は栗おこわの予約販売も行う。,9月上旬～10月上旬,0573-62-2277,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQTVMd29reDZVdTg/edit?usp=docslist_api,観光農園・農場
